td_or_asd,FSR,TDNorm_avg_PE,overall_avg_PE,TDnorm_concept_learning,overall_concept_learning,free_response_TDprof_norm,FSR_scaled,TDNorm_avg_PE_scaled,overall_avg_PE_scaled,personality_inference_mentioned,personality_inference_positive,personality_inference_negative,personality_inference_neutral,sweets_mentioned,sweets_positive,sweets_negative,sweets_neutral,Fruits_and_vegetables_mentioned,Fruits_and_vegetables_positive,Fruits_and_vegetables_negative,Fruits_and_vegetables_neutral,healthy_savory_food_mentioned,healthy_savory_food_positive,healthy_savory_food_negative,healthy_savory_food_neutral,food_mentioned,food_positive,food_negative,food_neutral,cosmetics_mentioned,cosmetics_positive,cosmetics_negative,cosmetics_neutral,fashion_mentioned,fashion_positive,fashion_negative,fashion_neutral,toys_gadgets_and_games_mentioned,toys_gadgets_and_games_positive,toys_gadgets_and_games_negative,toys_gadgets_and_games_neutral,sports_mentioned,sports_positive,sports_negative,sports_neutral,music_mentioned,music_positive,music_negative,music_neutral,arts_and_crafts_mentioned,arts_and_crafts_positive,arts_and_crafts_negative,arts_and_crafts_neutral,word_count,sentence_count,char_count,avg_word_length,avg_sentence_length,shortness_score,lexical_diversity,sentiment_polarity,sentiment_subjectivity,positive_word_count,negative_word_count,positive_word_ratio,negative_word_ratio,flesch_reading_ease,flesch_kincaid_grade
1,48.0,6.35,6.92222222222222,0.106340637094338,-0.0583148129733693,She does not like buttirto and bastket ball.,0.8929984942029824,0.5621348813536632,0.5169299106055749,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,44.0,4.111111111111111,9.0,0.1,1.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.1111111111111111,103.54,0.8049999999999997
1,46.0,5.38333333333333,6.625,-0.0523625664158747,-0.0686505734724848,we have a lot in common ,0.7826562004780792,-0.19712957907863823,0.22590212563496567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,24.0,3.0,6.0,0.14285714285714285,1.0,-0.3,0.5,0.0,0.0,0.0,0.0,102.045,0.5166666666666693
1,53.0,6.45,7.25555555555556,-0.370656637339074,-0.173032826087305,Overall not that indecisive but still has some hesitation,1.1688542285152403,0.640679480708729,0.8433162115072019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,57.0,5.444444444444445,9.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,37.900000000000034,10.208888888888893
1,46.0,7.1,7.83333333333333,0.105368040718603,0.0751873304548493,She likes moderate of things and music ,0.7826562004780792,1.151219376516654,1.4090524664033368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,39.0,4.571428571428571,7.0,0.125,1.0,0.0,0.7,1.0,0.0,0.14285714285714285,0.0,78.87285714285717,3.997142857142858
1,49.0,5.28333333333333,5.97777777777778,-0.105339292355967,0.0007058954470133,I don't remember anything.,0.948169641065434,-0.27567417843370406,-0.4078312752823455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,26.0,3.8333333333333335,6.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.57500000000002,9.57
0,20.0,5.98333333333333,6.47777777777778,0.153904549035553,0.10143761462885,He likes berries alot and vegtabels,-0.6517936179456623,0.2741380170517541,0.08174817607008514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,35.0,5.0,6.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,59.745000000000005,6.416666666666668
1,56.0,6.56666666666667,7.95,-0.0439653218493251,-0.106126117036051,7th grade black female ,1.3343676691025952,0.7323148466229745,1.523287671718907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,23.0,4.75,4.0,0.2,1.0,-0.08333333333333333,0.3,0.0,0.0,0.0,0.0,97.025,0.7199999999999989
1,49.0,6.61666666666667,7.91111111111111,0.0775139077444482,-0.0077511727374812,He likes toys but not some food,0.948169641065434,0.7715871463005071,1.4852092699470498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,31.0,3.5714285714285716,7.0,0.125,1.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.14285714285714285,115.13000000000002,-1.0599999999999987
1,53.0,6.03333333333333,6.89444444444444,0.390887542929423,0.455297379106039,He's cool,1.1688542285152403,0.3134103167292867,0.4897310521971049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,2.6666666666666665,3.0,0.25,1.0,0.35,0.65,1.0,0.0,0.3333333333333333,0.0,120.20500000000001,-3.01
0,0.0,5.08333333333333,6.17777777777778,0.608081371427061,0.19450487368334,dosent like sports and likes sweets and heallthy stuff to ,-1.755216555194694,-0.4327633771438344,-0.21199949474137306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,58.0,4.8,10.0,0.09090909090909091,0.9,0.0,0.0,2.0,0.0,0.2,0.0,112.08500000000001,0.11000000000000121
1,51.0,5.41666666666667,5.85,0.0109867812905872,-0.129817235235249,He's cool and he likes to eat lava cake. He likes headphones.,1.0585119347903371,-0.1709480459602783,-0.5329460239613022,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,61.0,3.3333333333333335,7.5,0.0625,0.7333333333333333,0.35,0.65,3.0,0.0,0.2,0.0,102.045,0.5166666666666693
0,13.0,8.21666666666667,7.98333333333333,-0.172482379629333,-0.152462836181602,that you do not like scying,-1.0379916459828233,2.0283007359815546,1.5559263018090654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,27.0,3.6666666666666665,6.0,0.14285714285714285,1.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.16666666666666666,102.045,0.5166666666666693
0,16.0,5.36666666666667,6.10555555555556,0.244514512314276,0.112447833747082,she likes some music and board games. She loves candy. ,-0.8724782053954686,-0.21022034563781086,-0.2827165266033888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,55.0,3.75,6.0,0.07692307692307693,0.8333333333333334,0.0,0.0,2.0,0.0,0.16666666666666666,0.0,100.24000000000002,0.5199999999999996
1,40.0,8.33333333333333,7.79444444444444,-0.174830702990754,-0.546774737293223,She hates a lot of stuff.,0.45162931930336964,2.1199361018957923,1.3709740646314794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,25.0,2.857142857142857,7.0,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,116.14500000000001,-1.4499999999999993
1,44.0,5.25,5.73333333333333,0.0778595017097998,-0.0158964360656288,"He likes desserts and he likes rice and he likes berries. He likes simple meals.  And he doesn't really like sports.  And he kind of likes biking and skateboarding.  He likes listening to some kinds of music, specifically old music.",0.672313906753176,-0.3018557115520563,-0.6471812292768724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,5.0,232.0,4.042553191489362,9.4,0.020833333333333332,0.5531914893617021,0.225,0.4142857142857143,7.0,0.0,0.14893617021276595,0.0,82.39000000000001,3.7550000000000026
0,10.0,6.63333333333333,8.03888888888889,0.457544471175144,0.0430089214766565,Parker a little bit like me,-1.2035050865701782,0.7846779128596797,1.6103240186260064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,27.0,3.6666666666666665,6.0,0.14285714285714285,1.0,-0.1875,0.5,1.0,0.0,0.16666666666666666,0.0,87.94500000000002,2.4833333333333343
1,38.0,4.83333333333333,5.32777777777778,-0.386887715270347,-0.0581336969431761,"Likes healthy food, sweets, and some sports",0.34128702557846646,-0.629124875531498,-1.0442845620405048,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,43.0,4.111111111111111,9.0,0.1,0.8888888888888888,0.5,0.5,1.0,0.0,0.1111111111111111,0.0,103.04428571428575,0.6257142857142846
1,33.0,5.05,5.45555555555556,-0.140104848765087,-0.0085778087452479,avery likes food,0.06543129126620847,-0.45894491026218737,-0.9191698133615481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,16.0,4.666666666666667,3.0,0.25,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,62.79000000000002,5.246666666666666
1,27.0,7.53333333333333,7.18888888888889,-0.254711427376233,-0.0345617061011607,know him better then the first one,-0.2655955899085011,1.4915793070552683,0.7780389513268746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,34.0,4.0,7.0,0.125,1.0,0.375,0.41666666666666663,0.0,0.0,0.0,0.0,103.04428571428575,0.6257142857142846
0,15.0,6.48333333333333,6.86111111111111,0.0262691799484934,-0.243447850289107,"He loves fruit, he loves pizza with lettuce, kind of liked the piano, he didn't like the guitar",-0.9276493522579202,0.6668610138270813,0.45709242210694556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,95.0,3.5454545454545454,22.0,0.043478260869565216,0.7272727272727273,0.6,0.8500000000000001,3.0,0.0,0.13636363636363635,0.0,75.76500000000001,7.163333333333334
1,47.0,6.25,5.65555555555556,-0.14447413507859,-0.0883117097620963,vacujum,0.8378273473405308,0.48359028199859805,-0.7233380328205757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.97999999999996,20.200000000000006
0,21.6,4.6,5.45,0.0204112549348381,-0.0251291540404533,"Alex is very athletic and likes berries. He likes fast food but also healthy(and chocolate,a little.).",-0.5635197829657396,-0.812395607359982,-0.9246095850432462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,3.0,102.0,3.625,8.0,0.04,0.8333333333333334,0.07083333333333335,0.4666666666666666,2.0,0.0,0.08333333333333333,0.0,71.81500000000001,5.230000000000004
0,9.0,6.9,7.25555555555556,0.201950775817269,0.0966528328166611,he likes music besides piano. he dous not like tye dye or claligrafy. ,-1.2586762334326298,0.9941301778065237,0.8433162115072019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,70.0,3.8,7.5,0.0625,0.8666666666666667,0.0,0.0,2.0,1.0,0.13333333333333333,0.06666666666666667,89.6067307692308,2.375769230769233
0,15.0,5.18333333333333,5.91666666666667,-0.0726752510410424,-0.117564059154705,Alex likes food. Alex kind of likes art and games. Alex kind of dislikes notebooks and microscopes. Alex dislikes workout benches and dice.,-0.9276493522579202,-0.35421877778876926,-0.4676687637809748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,4.0,139.0,4.333333333333333,6.75,0.03571428571428571,0.5555555555555556,0.6,0.9,2.0,2.0,0.07407407407407407,0.07407407407407407,75.93788043478263,4.095978260869565
1,48.0,5.78333333333333,6.63333333333333,-0.124094167515786,-0.0786986259035117,He seems to not like things that call attention to him like cameras.,0.8929984942029824,0.1170488183416231,0.23406178315750312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,68.0,4.0,14.0,0.06666666666666667,0.8571428571428571,0.0,0.0,2.0,1.0,0.14285714285714285,0.07142857142857142,83.0092307692308,4.91076923076923
1,40.0,5.8,6.80833333333333,-0.417403289375821,-0.196056953876074,Average for his age,0.45162931930336964,0.13013958490080343,0.40541459113085365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,19.0,4.0,4.0,0.2,1.0,-0.15,0.39999999999999997,0.0,0.0,0.0,0.0,75.87500000000001,3.6700000000000017
1,43.0,5.41666666666667,6.18333333333333,0.280453268072413,0.160467825340966,Sports,0.6171427598907244,-0.1709480459602783,-0.20655972305968462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.22000000000003,-3.3999999999999986
0,16.0,4.78333333333333,5.51666666666667,0.038944874029414,0.0272802787428052,likes healthy food and likes some sports,-0.8724782053954686,-0.6683971752090313,-0.8593323248629188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,40.0,4.857142857142857,7.0,0.125,0.8571428571428571,0.5,0.5,2.0,0.0,0.2857142857142857,0.0,103.04428571428575,0.6257142857142846
0,6.0,5.5,6.48888888888889,0.0112366306663976,0.0514445524348792,"Alex doesn't really like ice skating, but does like the accordion.",-1.4241896740199846,-0.10549421316439275,0.09262771943347159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,66.0,4.0,14.0,0.06666666666666667,0.8571428571428571,0.2,0.2,2.0,0.0,0.14285714285714285,0.0,57.23363636363638,8.009090909090911
0,21.0,4.9,5.71111111111111,0.165277482382012,0.313533700637145,Rowan is a typical 12 year old,-0.5966224710832106,-0.576761809294785,-0.6689403160036443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,30.0,3.4285714285714284,7.0,0.125,1.0,-0.033333333333333326,0.35,0.0,0.0,0.0,0.0,78.87285714285717,3.997142857142858
0,7.0,5.08333333333333,5.53333333333333,-0.226116044110721,-0.108959339769231,"Alex is very fond of strawberries, does not really like many athletic sports, and is a fan of sweet treats.
",-1.369018527157533,-0.4327633771438344,-0.8430130098178448,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,108.0,3.8260869565217392,23.0,0.041666666666666664,0.8695652173913043,0.2375,0.4125,1.0,1.0,0.043478260869565216,0.043478260869565216,68.09500000000004,8.73
1,35.0,5.21666666666667,5.81666666666667,0.156893649514972,0.0113790367546658,"She likes fruits and doesn't like numbers. 
",0.17577358499111168,-0.3280372446704086,-0.5655846540514606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,44.0,4.0,9.0,0.1,1.0,0.0,0.0,2.0,0.0,0.2222222222222222,0.0,90.95857142857145,2.3114285714285714
1,30.0,4.68333333333333,5.90555555555556,0.0634657562845995,-0.0839882166368388,"Likes oriental food, sweets, and pizza
Dont like dice, ice skating or gym",-0.1000821493211463,-0.7469417745640964,-0.4785483071443604,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,73.0,3.8125,16.0,0.058823529411764705,0.875,0.0,0.0,2.0,1.0,0.125,0.0625,76.50153846153849,5.818461538461541
0,17.0,4.28333333333333,5.24166666666667,-0.43483000153739,-0.265504861068968,"she likes food ,mainly fruit and sweets",-0.817307058533017,-1.0611201719843584,-1.128601023106756,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,39.0,4.125,8.0,0.1111111111111111,1.0,0.16666666666666666,0.3333333333333333,1.0,0.0,0.125,0.0,103.04428571428575,0.6257142857142846
1,57.0,5.7,5.625,-0.075853229111102,-0.0177871867321586,He likes stuff,1.3895388159650468,0.05159498554573826,-0.7532567770698956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,14.0,4.0,3.0,0.25,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,119.19000000000003,-2.619999999999999
0,12.0,5.68333333333333,6.41666666666667,0.196234956791777,0.001370959613284,"Quinn likes microscopes , chicken and rice , salmon and rice with broccoli. He hates books skating and bikes.",-1.093162792845275,0.038504218986557946,0.021910687571455815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,109.0,4.333333333333333,10.5,0.045454545454545456,0.7619047619047619,-0.6,0.95,1.0,1.0,0.047619047619047616,0.047619047619047616,78.77220588235295,4.383823529411767
0,15.0,6.1,6.67777777777778,-0.0016288490848942,0.0654605505538932,they seem a little picky but like alot of the same things i do.,-0.9276493522579202,0.3657733829659996,0.27757995661105755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,63.0,3.3333333333333335,15.0,0.0625,1.0,-0.09375,0.3125,1.0,0.0,0.06666666666666667,0.0,89.89642857142859,4.19857142857143
1,36.0,5.58333333333333,5.81111111111111,0.0066263451266733,-0.0788928047892311,I don't know,0.23094473185356326,-0.04004038036850721,-0.5710244257331586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,12.0,2.5,4.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.19000000000003,-2.619999999999999
1,26.0,4.91666666666667,6.04444444444444,-0.20869951740785,-0.0885924041904659,He likes music,-0.3207667367709527,-0.5636710427356054,-0.3425540151020277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,14.0,4.0,3.0,0.25,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,90.99000000000004,1.3133333333333361
