td_or_asd,FSR,TDNorm_avg_PE,overall_avg_PE,TDnorm_concept_learning,overall_concept_learning,free_response_TDprof_norm,FSR_scaled,TDNorm_avg_PE_scaled,overall_avg_PE_scaled,personality_inference_mentioned,personality_inference_positive,personality_inference_negative,personality_inference_neutral,sweets_mentioned,sweets_positive,sweets_negative,sweets_neutral,Fruits_and_vegetables_mentioned,Fruits_and_vegetables_positive,Fruits_and_vegetables_negative,Fruits_and_vegetables_neutral,healthy_savory_food_mentioned,healthy_savory_food_positive,healthy_savory_food_negative,healthy_savory_food_neutral,food_mentioned,food_positive,food_negative,food_neutral,cosmetics_mentioned,cosmetics_positive,cosmetics_negative,cosmetics_neutral,fashion_mentioned,fashion_positive,fashion_negative,fashion_neutral,toys_gadgets_and_games_mentioned,toys_gadgets_and_games_positive,toys_gadgets_and_games_negative,toys_gadgets_and_games_neutral,sports_mentioned,sports_positive,sports_negative,sports_neutral,music_mentioned,music_positive,music_negative,music_neutral,arts_and_crafts_mentioned,arts_and_crafts_positive,arts_and_crafts_negative,arts_and_crafts_neutral,word_count,sentence_count,char_count,avg_word_length,avg_sentence_length,shortness_score,lexical_diversity,sentiment_polarity,sentiment_subjectivity,positive_word_count,negative_word_count,positive_word_ratio,negative_word_ratio,flesch_reading_ease,flesch_kincaid_grade
1,28.0,4.93333333333333,5.92222222222222,0.681369091052542,0.0845927984355636,"he likes fruit ,the guitar, drums he mildly likes sports. he also likes chicken sandwiches and bacon  ",-0.2104244430460495,-0.5505802761764328,-0.46222899209928636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,2.0,102.0,4.2,10.0,0.047619047619047616,0.75,-0.13333333333333333,0.725,3.0,0.0,0.15,0.0,78.77220588235295,4.383823529411767
1,47.0,7.45,7.77777777777778,0.002310008482112,-0.0753390571782288,"levi
",0.8378273473405308,1.4261254742593834,1.3546547495864054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62000000000003,8.400000000000002
1,55.0,6.58333333333333,7.69166666666667,0.104887952192687,0.0323936796691538,He like bacon and music,1.2791965222401436,0.7454056131821472,1.2703382885201542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,23.0,3.8,5.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.2,0.0,83.32000000000004,2.879999999999999
1,59.0,8.53333333333333,9.025,0.129614223294513,-0.0285215657978844,Fine,1.49988110968995,2.2770253006059225,2.575883492126633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,0.5,1.0,0.4166666666666667,0.5,0.0,0.0,0.0,0.0,121.22000000000003,-3.3999999999999986
1,45.0,6.95,7.19166666666667,-1.17758090319975,-0.678400266652695,food and fun ,0.7274850536156277,1.0334024774840562,0.7807588371677237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,13.0,3.3333333333333335,3.0,0.25,1.0,0.3,0.2,1.0,0.0,0.3333333333333333,0.0,119.19000000000003,-2.619999999999999
1,46.0,6.76666666666667,7.01666666666667,-0.0495667679572252,-0.0937262209846528,likes friut and chicjen,0.7826562004780792,0.8894040453331056,0.6094060291943731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,23.0,5.0,4.0,0.2,1.0,0.0,0.0,1.0,0.0,0.25,0.0,97.025,0.7199999999999989
1,49.0,7.4,7.5,0.125636279498205,0.153497382947989,He enjoys sweets and fruits and a few activities ,0.948169641065434,1.3868531745818509,1.0826661655017193,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,49.0,4.444444444444445,9.0,0.1,0.8888888888888888,-0.2,0.1,1.0,0.0,0.1111111111111111,0.0,75.50000000000003,4.964444444444446
1,44.0,8.53333333333333,8.72777777777778,-0.217384931528636,-0.0507840011521625,Avery likes sweets and sometimes he likes sports but doesn't like all of them.,0.672313906753176,2.2770253006059225,2.284855707156023,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,78.0,4.0625,16.0,0.058823529411764705,0.9375,0.0,0.0,3.0,0.0,0.1875,0.0,83.85357142857143,5.041428571428572
0,18.0,4.01666666666667,5.15555555555556,0.0610170440790594,-0.0699207571436627,There are very little things Riley does not like.,-0.7621359116705655,-1.270572436931194,-1.2129174841730064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,49.0,4.1,10.0,0.09090909090909091,1.0,-0.24375000000000002,0.65,1.0,1.0,0.1,0.1,84.90000000000003,3.653333333333336
0,14.0,5.7,6.94444444444444,-0.0253950850424969,-0.0795198080183992,"Quinn likes food like Asian and strawberries. He likes the guitar, drums, and painting, but doesn't like drawing too much.",-0.9828204991203718,0.05159498554573826,0.5386889973323478,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,2.0,122.0,3.9615384615384617,13.0,0.037037037037037035,0.7692307692307693,0.1,0.1,4.0,0.0,0.15384615384615385,0.0,82.47500000000001,4.240000000000002
0,3.0,5.51666666666667,5.73333333333333,0.348854011070131,0.112338659361647,"Doesn't particularly like chocolate, seems into arts and crafts, doesn't love technology, likes all the sports stuff, but not the exercise machine.",-1.5897031146073393,-0.09240344660521244,-0.6471812292768724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,29.0,1.0,147.0,4.344827586206897,29.0,0.03333333333333333,0.7931034482758621,0.3333333333333333,0.4666666666666667,3.0,1.0,0.10344827586206896,0.034482758620689655,46.06863636363636,12.29909090909091
1,48.0,8.08333333333333,6.93888888888889,-0.140416174778577,-0.0478525844217139,Quinn likes sweets,0.8929984942029824,1.9235746035081287,0.5332492256506594,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,18.0,5.333333333333333,3.0,0.25,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,119.19000000000003,-2.619999999999999
1,39.0,5.51666666666667,6.49166666666667,0.290529444039922,0.213225634855972,He likes strawberry he doesn't like a pin,0.396458172440918,-0.09240344660521244,0.09534760527432058,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,41.0,3.7777777777777777,9.0,0.1,0.8888888888888888,0.0,0.0,2.0,0.0,0.2222222222222222,0.0,82.39000000000001,3.7550000000000026
1,46.0,4.68333333333333,6.2,0.0372262293499398,0.148470014490698,"He likes bacon and likes all healthy foods I have seen except one that was in the middle which I forgot and apples, he doesn't really like apples. He does not like pianos. He feels mid about bowling pins I think or it could be he feels a little bad about them. He likes pencils and he likes those scissors with the line on it, he does not like tape though.    ",0.7826562004780792,-0.7469417745640964,-0.19024040801460018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,78.0,4.0,360.0,3.6666666666666665,19.5,0.012658227848101266,0.6410256410256411,-0.031249999999999983,0.3111111111111111,7.0,3.0,0.08974358974358974,0.038461538461538464,83.96241197183102,5.957852112676058
0,3.0,3.85,4.92222222222222,0.0434307713641196,0.055042064472556,"He likes photography, musical instruments, and sweet treats and fruits. He likes basketball but not many other sports, does not like writing or board and card games, and is a not very picky. ",-1.5897031146073393,-1.4014801025229724,-1.4413878948041476,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,2.0,191.0,4.051282051282051,19.5,0.025,0.717948717948718,-0.025000000000000005,0.365,3.0,3.0,0.07692307692307693,0.07692307692307693,69.59659090909092,7.651060606060607
1,47.0,5.36666666666667,6.0,-0.0968571181016347,-0.122644228419062,Likes music. ,0.8378273473405308,-0.21022034563781086,-0.3860721885555726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,13.0,3.6666666666666665,3.0,0.25,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,77.90500000000002,2.890000000000004
1,11.0,7.18333333333333,7.62777777777778,-0.0150334336074489,0.0788882188643912,he seems to like certain desserts. He loves eating and listening or playing music. He likes some vegetables but not all of them. ,-1.1483339397077266,1.2166732093125394,1.207780914180676,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,3.0,129.0,4.076923076923077,8.666666666666666,0.037037037037037035,0.8461538461538461,0.21428571428571427,0.5714285714285714,3.0,1.0,0.11538461538461539,0.038461538461538464,81.3489855072464,3.817391304347826
1,52.0,6.71666666666667,6.80833333333333,-0.546901476467913,-0.222178737948132,Likes gross food and music,1.1136830816527887,0.8501317456555729,0.40541459113085365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,26.0,4.4,5.0,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.2,0.0,100.24000000000002,0.5199999999999996
0,24.0,4.45,5.2,0.282410189583839,-0.0571030837460245,"they like fast food (burgers, fries, pizza), and some fruit. they like sweets, but not chocolate. They like board games, but not dice. They don't like bright colorful patterns, but somewhat like art supplies. They do NOT like white ice skates or exercise.",-0.43110903049585586,-0.9302125063925797,-1.1693993107194616,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,5.0,255.0,3.736842105263158,11.4,0.017241379310344827,0.5964912280701754,0.30000000000000004,0.44999999999999996,6.0,3.0,0.10526315789473684,0.05263157894736842,93.83158139534883,2.3081860465116293
0,28.0,5.13333333333333,6.65,-0.0427444876528862,-0.133018784087247,"he likes healthy food and musical intruments
",-0.2104244430460495,-0.3934910774663018,0.2503810982025876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,45.0,5.428571428571429,7.0,0.125,1.0,0.25,0.25,1.0,0.0,0.14285714285714285,0.0,54.70142857142861,7.368571428571428
0,16.0,6.3,6.4,0.145348376246557,0.0351214569244273,he likes some desserts. he likes a little bit of dinner food. he does not like the things that i do.,-0.8724782053954686,0.5228625816761306,0.005591372526372242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,3.0,100.0,3.3333333333333335,8.0,0.04,0.7916666666666666,-0.1875,0.5,3.0,1.0,0.125,0.041666666666666664,103.04428571428575,0.6257142857142846
1,36.0,9.16666666666667,8.65555555555556,-0.348161325010004,0.0617641491458096,quinn likes food like pizza and maybe sweets,0.23094473185356326,2.7744744298546755,2.214138675294008,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,44.0,4.625,8.0,0.1111111111111111,1.0,0.0,0.0,2.0,0.0,0.25,0.0,92.965,2.280000000000001
0,26.0,7.71666666666667,7.50833333333333,-0.738881166566911,-0.361915515563366,she is 11,-0.3207667367709527,1.6355777392062274,1.0908258230242567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,2.3333333333333335,3.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.19000000000003,-2.619999999999999
1,48.0,8.58333333333333,8.45555555555556,0.366954598490026,0.492128891034847,He doesn't like skateboards or mac and cheese. He likes basketball and drums.,0.8929984942029824,2.316297600283456,2.0183068947530347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,77.0,4.0625,8.0,0.058823529411764705,0.8125,0.0,0.0,2.0,0.0,0.125,0.0,89.6067307692308,2.375769230769233
1,65.0,6.1,6.67222222222222,0.233623836072001,-0.0249656230226928,They had some things they likes and some they didn't like,1.8309079908646595,0.3657733829659996,0.2721401849293596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,57.0,3.9166666666666665,12.0,0.07692307692307693,0.75,0.0,0.0,2.0,0.0,0.16666666666666666,0.0,103.37909090909093,1.572727272727274
1,58.0,7.61666666666667,8.01111111111111,0.237925673499906,0.260200259138723,He likes different food,1.4447099628274984,1.5570331398511614,1.5831251602175356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,23.0,5.0,4.0,0.2,1.0,0.0,0.6,1.0,0.0,0.25,0.0,75.87500000000001,3.6700000000000017
1,57.0,5.48333333333333,5.91111111111111,-0.147499620358471,-0.181472578314678,They like junk food and sports,1.3895388159650468,-0.11858497972357307,-0.47310853546267284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,30.0,4.166666666666667,6.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,116.14500000000001,-1.4499999999999993
0,12.0,6.28333333333333,7.27222222222222,-0.149969792499902,-0.0696687073639292,he does not really like playing the piano that much but he does like playing the acordian a tiny bit,-1.093162792845275,0.5097718151169502,0.8596355265522768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,100.0,4.05,20.0,0.047619047619047616,0.75,0.03333333333333333,0.3,2.0,1.0,0.1,0.05,72.32500000000003,8.140000000000004
1,61.0,5.25,5.67222222222222,0.0893659160762842,0.0715218626573893,Rowan likes anything. Rowan doesn't like anything. ,1.610223403414853,-0.3018557115520563,-0.7070187177755017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,51.0,4.4,5.0,0.09090909090909091,0.7,0.0,0.0,2.0,0.0,0.2,0.0,34.08250000000001,9.375
1,62.0,6.5,7.44444444444444,-0.20303937841464,-0.0609801074081778,He likes some music and likes berries but despises fruit and loves sweet stuff and food kinda likes art and dislikes ice skating and he loves the accordion. ,1.6653945502773047,0.6799517803862616,1.0282684486847784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,157.0,4.448275862068965,29.0,0.03333333333333333,0.7241379310344828,0.35,0.65,5.0,1.0,0.1724137931034483,0.034482758620689655,63.600714285714304,11.344285714285714
1,35.0,5.45,6.35,-0.0775280008689469,-0.0401447249269526,"Doesn't like science, likes basketball, doesn't like piano",0.17577358499111168,-0.14476651284192532,-0.043366572608871515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,58.0,4.25,12.0,0.07692307692307693,0.6666666666666666,0.0,0.0,3.0,0.0,0.25,0.0,40.09,9.655000000000001
1,38.0,3.9,4.93888888888889,0.0237842440772512,-0.022161399417201,"they are a kid that likes fruit and has a sweet tooth, they also don't like school that much.",0.34128702557846646,-1.3622078028454399,-1.4250685797590632,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,93.0,3.409090909090909,22.0,0.043478260869565216,0.8636363636363636,0.275,0.42500000000000004,2.0,0.0,0.09090909090909091,0.0,98.49736842105266,4.241052631578949
1,39.0,6.55,7.18888888888889,-0.0609731741593462,-0.111616749708404,He likes healthy foods,0.396458172440918,0.7192240800637942,0.7780389513268746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,22.0,4.75,4.0,0.2,1.0,0.5,0.5,1.0,0.0,0.25,0.0,97.025,0.7199999999999989
1,52.0,5.55,6.67222222222222,0.34534607785404,0.307128010143842,"happy
",1.1136830816527887,-0.06622191348686017,0.2721401849293596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,5.0,1.0,0.5,1.0,0.8,1.0,1.0,0.0,1.0,0.0,36.62000000000003,8.400000000000002
1,52.0,6.21666666666667,7.03888888888889,-0.255708719947276,-0.12436529182664,"She did not like sports very much, She liked a lot foods ",1.1136830816527887,0.45740874888024574,0.6311651159211451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,57.0,3.4615384615384617,13.0,0.07142857142857142,0.9230769230769231,0.43,0.53,1.0,1.0,0.07692307692307693,0.07692307692307693,103.00500000000001,1.8733333333333313
1,47.0,5.33333333333333,6.00555555555556,-0.0585877701525685,0.0138799012716014,things that he like is good at them but things he did not like that hes nervous or bad at them,0.8378273473405308,-0.2364018787561708,-0.3806324168738746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,94.0,3.5238095238095237,21.0,0.045454545454545456,0.7142857142857143,5.551115123125783e-17,0.6333333333333333,3.0,2.0,0.14285714285714285,0.09523809523809523,96.89142857142858,4.961904761904762
0,8.0,5.81666666666667,7.32222222222222,-0.0863513717387458,0.046630840844802,"She likes basket, fruit salads, strawberries and vegetables.",-1.3138473802950814,0.14323035145998375,0.9085934716875197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,60.0,4.818181818181818,11.0,0.08333333333333333,0.9090909090909091,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,50.66500000000002,8.180000000000003
1,58.0,5.88333333333333,6.28888888888889,-0.0860079304753643,-0.0381009928452429,"Parker is kind of like me, kind of not.",1.4447099628274984,0.19559341769668898,-0.10320406110750084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,39.0,2.8181818181818183,11.0,0.08333333333333333,0.8181818181818182,0.6,0.9,1.0,1.0,0.09090909090909091,0.09090909090909091,103.70000000000002,1.0311111111111124
